danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
0.68,0.894,1,-4.86,1,0.255,0.0206,0.0,0.462,0.803,94.089,audio_features,5osSw3tL07Tuid7AWsvYcc,spotify:track:5osSw3tL07Tuid7AWsvYcc,https://api.spotify.com/v1/tracks/5osSw3tL07Tuid7AWsvYcc,https://api.spotify.com/v1/audio-analysis/5osSw3tL07Tuid7AWsvYcc,247693,4,rap
0.919,0.657,7,-2.823,1,0.0907,0.00293,0.0,0.356,0.659,112.23,audio_features,5pBvNeOAJ54zgd5lEOmM3b,spotify:track:5pBvNeOAJ54zgd5lEOmM3b,https://api.spotify.com/v1/tracks/5pBvNeOAJ54zgd5lEOmM3b,https://api.spotify.com/v1/audio-analysis/5pBvNeOAJ54zgd5lEOmM3b,291213,4,rap
0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,audio_features,5rb9QrpfcKFHM1EUbSIurX,spotify:track:5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/tracks/5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/audio-analysis/5rb9QrpfcKFHM1EUbSIurX,250373,4,rap
0.711,0.667,10,-3.157,1,0.0871,0.0185,0.0,0.319,0.34,93.021,audio_features,5tCFNmx0Rte4kuK2ZMdr0E,spotify:track:5tCFNmx0Rte4kuK2ZMdr0E,https://api.spotify.com/v1/tracks/5tCFNmx0Rte4kuK2ZMdr0E,https://api.spotify.com/v1/audio-analysis/5tCFNmx0Rte4kuK2ZMdr0E,207480,4,rap
0.878,0.739,5,-5.157,1,0.189,0.169,0.0,0.119,0.824,93.601,audio_features,5vbOZSDs3h1DUf9oPmPABY,spotify:track:5vbOZSDs3h1DUf9oPmPABY,https://api.spotify.com/v1/tracks/5vbOZSDs3h1DUf9oPmPABY,https://api.spotify.com/v1/audio-analysis/5vbOZSDs3h1DUf9oPmPABY,237680,4,rap
0.803,0.806,0,-7.805,1,0.265,0.00763,0.00536,0.101,0.618,94.993,audio_features,5xXL4i9L2ZbKBtENNh8fWY,spotify:track:5xXL4i9L2ZbKBtENNh8fWY,https://api.spotify.com/v1/tracks/5xXL4i9L2ZbKBtENNh8fWY,https://api.spotify.com/v1/audio-analysis/5xXL4i9L2ZbKBtENNh8fWY,289907,4,rap
0.792,0.788,4,-4.995,0,0.2,0.0197,0.0,0.152,0.352,94.346,audio_features,5xdeQPXxcNxuwNkslwvu0K,spotify:track:5xdeQPXxcNxuwNkslwvu0K,https://api.spotify.com/v1/tracks/5xdeQPXxcNxuwNkslwvu0K,https://api.spotify.com/v1/audio-analysis/5xdeQPXxcNxuwNkslwvu0K,83280,4,rap
0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,audio_features,60WcXjimfbhk6T0gj1Eufg,spotify:track:60WcXjimfbhk6T0gj1Eufg,https://api.spotify.com/v1/tracks/60WcXjimfbhk6T0gj1Eufg,https://api.spotify.com/v1/audio-analysis/60WcXjimfbhk6T0gj1Eufg,206400,4,rap
0.7,0.771,1,-5.187,1,0.226,0.0302,0.0,0.319,0.621,146.93,audio_features,61AX466Hnmc8yrG87MJFZe,spotify:track:61AX466Hnmc8yrG87MJFZe,https://api.spotify.com/v1/tracks/61AX466Hnmc8yrG87MJFZe,https://api.spotify.com/v1/audio-analysis/61AX466Hnmc8yrG87MJFZe,205589,4,rap
0.533,0.954,1,-2.363,0,0.351,0.0869,0.0,0.121,0.605,89.497,audio_features,65MIgxB4n34F3p18CoXl4l,spotify:track:65MIgxB4n34F3p18CoXl4l,https://api.spotify.com/v1/tracks/65MIgxB4n34F3p18CoXl4l,https://api.spotify.com/v1/audio-analysis/65MIgxB4n34F3p18CoXl4l,210587,4,rap
0.843,0.7,9,-3.249,0,0.26,0.127,0.0,0.876,0.675,95.05,audio_features,65iyI1iybyv5ecsfBHSdUf,spotify:track:65iyI1iybyv5ecsfBHSdUf,https://api.spotify.com/v1/tracks/65iyI1iybyv5ecsfBHSdUf,https://api.spotify.com/v1/audio-analysis/65iyI1iybyv5ecsfBHSdUf,293053,4,rap
0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,audio_features,66TRwr5uJwPt15mfFkzhbi,spotify:track:66TRwr5uJwPt15mfFkzhbi,https://api.spotify.com/v1/tracks/66TRwr5uJwPt15mfFkzhbi,https://api.spotify.com/v1/audio-analysis/66TRwr5uJwPt15mfFkzhbi,221933,4,rap
0.575,0.875,6,-3.866,0,0.196,0.139,0.000409,0.141,0.27,90.547,audio_features,674S1HSR7FnseN4AZw4qp3,spotify:track:674S1HSR7FnseN4AZw4qp3,https://api.spotify.com/v1/tracks/674S1HSR7FnseN4AZw4qp3,https://api.spotify.com/v1/audio-analysis/674S1HSR7FnseN4AZw4qp3,184040,4,rap
0.738,0.674,1,-2.299,1,0.28,0.275,0.0,0.344,0.575,78.929,audio_features,6C781pluv3BPxGHHCUJNYc,spotify:track:6C781pluv3BPxGHHCUJNYc,https://api.spotify.com/v1/tracks/6C781pluv3BPxGHHCUJNYc,https://api.spotify.com/v1/audio-analysis/6C781pluv3BPxGHHCUJNYc,288867,4,rap
0.866,0.63,9,-4.795,0,0.172,0.0199,0.0,0.036,0.75,82.044,audio_features,6Gik13pCV7FNysMG8p3EDj,spotify:track:6Gik13pCV7FNysMG8p3EDj,https://api.spotify.com/v1/tracks/6Gik13pCV7FNysMG8p3EDj,https://api.spotify.com/v1/audio-analysis/6Gik13pCV7FNysMG8p3EDj,257640,4,rap
0.892,0.628,1,-3.832,1,0.216,0.169,0.0,0.102,0.676,92.063,audio_features,6HHytHLXLX8QfWTtGfFSvH,spotify:track:6HHytHLXLX8QfWTtGfFSvH,https://api.spotify.com/v1/tracks/6HHytHLXLX8QfWTtGfFSvH,https://api.spotify.com/v1/audio-analysis/6HHytHLXLX8QfWTtGfFSvH,266067,4,rap
0.711,0.62,11,-10.174,0,0.212,0.0175,0.0,0.134,0.805,179.817,audio_features,6JI5wNWYdBw68GZjOMmgK5,spotify:track:6JI5wNWYdBw68GZjOMmgK5,https://api.spotify.com/v1/tracks/6JI5wNWYdBw68GZjOMmgK5,https://api.spotify.com/v1/audio-analysis/6JI5wNWYdBw68GZjOMmgK5,217627,4,rap
0.878,0.544,9,-4.618,0,0.284,0.0981,0.0,0.198,0.546,135.987,audio_features,6Js75PRS6otkphpPKtIrcp,spotify:track:6Js75PRS6otkphpPKtIrcp,https://api.spotify.com/v1/tracks/6Js75PRS6otkphpPKtIrcp,https://api.spotify.com/v1/audio-analysis/6Js75PRS6otkphpPKtIrcp,356960,4,rap
0.482,0.809,1,-3.752,1,0.367,0.0584,0.0,0.0852,0.345,171.413,audio_features,6K8lKsm9m0Jaf4YlEfgf1q,spotify:track:6K8lKsm9m0Jaf4YlEfgf1q,https://api.spotify.com/v1/tracks/6K8lKsm9m0Jaf4YlEfgf1q,https://api.spotify.com/v1/audio-analysis/6K8lKsm9m0Jaf4YlEfgf1q,256758,4,rap
0.834,0.878,8,-9.484,1,0.15,0.0461,0.0,0.334,0.418,102.848,audio_features,6KIKRz9eSTXdNsGUnomdtW,spotify:track:6KIKRz9eSTXdNsGUnomdtW,https://api.spotify.com/v1/tracks/6KIKRz9eSTXdNsGUnomdtW,https://api.spotify.com/v1/audio-analysis/6KIKRz9eSTXdNsGUnomdtW,258688,4,rap
0.798,0.703,6,-4.136,1,0.251,0.149,1.77e-06,0.0788,0.6,94.302,audio_features,6KNUrRgzrccGtJpGdP39GU,spotify:track:6KNUrRgzrccGtJpGdP39GU,https://api.spotify.com/v1/tracks/6KNUrRgzrccGtJpGdP39GU,https://api.spotify.com/v1/audio-analysis/6KNUrRgzrccGtJpGdP39GU,279067,4,rap
0.516,0.842,11,-2.769,0,0.384,0.029,8.57e-06,0.225,0.605,116.325,audio_features,6KUcM0CPUSgbLyJbpukoBj,spotify:track:6KUcM0CPUSgbLyJbpukoBj,https://api.spotify.com/v1/tracks/6KUcM0CPUSgbLyJbpukoBj,https://api.spotify.com/v1/audio-analysis/6KUcM0CPUSgbLyJbpukoBj,240667,5,rap
0.964,0.642,1,-5.831,0,0.109,0.0543,3.68e-05,0.158,0.547,107.006,audio_features,6KqKg8IPuvtDB3PNAvffFf,spotify:track:6KqKg8IPuvtDB3PNAvffFf,https://api.spotify.com/v1/tracks/6KqKg8IPuvtDB3PNAvffFf,https://api.spotify.com/v1/audio-analysis/6KqKg8IPuvtDB3PNAvffFf,274440,4,rap
0.829,0.624,11,-6.452,1,0.38,0.0862,4.06e-05,0.252,0.7,106.87,audio_features,6Lcq8nlk2InTcLHwGj7vQN,spotify:track:6Lcq8nlk2InTcLHwGj7vQN,https://api.spotify.com/v1/tracks/6Lcq8nlk2InTcLHwGj7vQN,https://api.spotify.com/v1/audio-analysis/6Lcq8nlk2InTcLHwGj7vQN,264787,4,rap
0.783,0.608,0,-5.742,0,0.361,0.0574,0.0,0.102,0.429,91.672,audio_features,6MMuI4k4Vs5ghtDH5i2hBg,spotify:track:6MMuI4k4Vs5ghtDH5i2hBg,https://api.spotify.com/v1/tracks/6MMuI4k4Vs5ghtDH5i2hBg,https://api.spotify.com/v1/audio-analysis/6MMuI4k4Vs5ghtDH5i2hBg,268667,4,rap
0.868,0.646,1,-4.674,0,0.288,0.303,0.0,0.284,0.67,88.641,audio_features,6MdqqkQ8sSC0WB4i8PyRuQ,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,https://api.spotify.com/v1/tracks/6MdqqkQ8sSC0WB4i8PyRuQ,https://api.spotify.com/v1/audio-analysis/6MdqqkQ8sSC0WB4i8PyRuQ,304600,4,rap
0.502,0.831,2,-3.723,1,0.295,0.105,1.3e-06,0.174,0.451,199.972,audio_features,6O8Fqxnk5OlOivJHklfkPZ,spotify:track:6O8Fqxnk5OlOivJHklfkPZ,https://api.spotify.com/v1/tracks/6O8Fqxnk5OlOivJHklfkPZ,https://api.spotify.com/v1/audio-analysis/6O8Fqxnk5OlOivJHklfkPZ,178867,3,rap
0.774,0.485,1,-10.955,1,0.319,0.00557,2.31e-06,0.107,0.392,156.001,audio_features,6QJOEIPT8g3fjdFxibpy2F,spotify:track:6QJOEIPT8g3fjdFxibpy2F,https://api.spotify.com/v1/tracks/6QJOEIPT8g3fjdFxibpy2F,https://api.spotify.com/v1/audio-analysis/6QJOEIPT8g3fjdFxibpy2F,219267,4,rap
0.673,0.695,6,-8.636,0,0.278,0.0387,0.00206,0.194,0.774,151.468,audio_features,6ScJMrlpiLfZUGtWp4QIVt,spotify:track:6ScJMrlpiLfZUGtWp4QIVt,https://api.spotify.com/v1/tracks/6ScJMrlpiLfZUGtWp4QIVt,https://api.spotify.com/v1/audio-analysis/6ScJMrlpiLfZUGtWp4QIVt,221840,4,rap
0.437,0.836,10,-4.957,0,0.405,0.133,0.0,0.627,0.45,85.235,audio_features,6TUZ8JMRhQneqFeOwQw2TX,spotify:track:6TUZ8JMRhQneqFeOwQw2TX,https://api.spotify.com/v1/tracks/6TUZ8JMRhQneqFeOwQw2TX,https://api.spotify.com/v1/audio-analysis/6TUZ8JMRhQneqFeOwQw2TX,232920,4,rap
0.843,0.804,0,-3.839,1,0.326,0.238,0.0,0.31,0.809,95.155,audio_features,6WLTmiz0i2R938j1KMcSVk,spotify:track:6WLTmiz0i2R938j1KMcSVk,https://api.spotify.com/v1/tracks/6WLTmiz0i2R938j1KMcSVk,https://api.spotify.com/v1/audio-analysis/6WLTmiz0i2R938j1KMcSVk,256693,4,rap
0.934,0.459,1,-7.654,1,0.189,0.0516,0.0,0.222,0.697,103.04,audio_features,6YYd5MLpu45J0uLrMdivF7,spotify:track:6YYd5MLpu45J0uLrMdivF7,https://api.spotify.com/v1/tracks/6YYd5MLpu45J0uLrMdivF7,https://api.spotify.com/v1/audio-analysis/6YYd5MLpu45J0uLrMdivF7,239547,4,rap
0.918,0.586,1,-2.89,1,0.133,0.0783,0.0,0.145,0.779,95.517,audio_features,6YjKAkDYmlasMqYw73iB0w,spotify:track:6YjKAkDYmlasMqYw73iB0w,https://api.spotify.com/v1/tracks/6YjKAkDYmlasMqYw73iB0w,https://api.spotify.com/v1/audio-analysis/6YjKAkDYmlasMqYw73iB0w,288200,4,rap
0.751,0.708,0,-5.645,1,0.0545,0.0481,1.83e-05,0.107,0.509,108.97,audio_features,6bUNEbXT7HovLW6BgPCBsb,spotify:track:6bUNEbXT7HovLW6BgPCBsb,https://api.spotify.com/v1/tracks/6bUNEbXT7HovLW6BgPCBsb,https://api.spotify.com/v1/audio-analysis/6bUNEbXT7HovLW6BgPCBsb,369573,4,rap
0.443,0.683,10,-5.973,0,0.381,0.00352,0.0,0.338,0.379,178.425,audio_features,6dgsGN3IdrjNvMuyxkEWUi,spotify:track:6dgsGN3IdrjNvMuyxkEWUi,https://api.spotify.com/v1/tracks/6dgsGN3IdrjNvMuyxkEWUi,https://api.spotify.com/v1/audio-analysis/6dgsGN3IdrjNvMuyxkEWUi,199800,4,rap
0.729,0.619,2,-6.798,1,0.386,0.204,0.0,0.0948,0.649,88.02,audio_features,6froDsaa4MuUnfdhLr1UKu,spotify:track:6froDsaa4MuUnfdhLr1UKu,https://api.spotify.com/v1/tracks/6froDsaa4MuUnfdhLr1UKu,https://api.spotify.com/v1/audio-analysis/6froDsaa4MuUnfdhLr1UKu,207693,4,rap
0.838,0.72,10,-6.593,0,0.384,0.0312,1.11e-05,0.422,0.845,93.76,audio_features,6hxn98poTu1O4YZfafvC18,spotify:track:6hxn98poTu1O4YZfafvC18,https://api.spotify.com/v1/tracks/6hxn98poTu1O4YZfafvC18,https://api.spotify.com/v1/audio-analysis/6hxn98poTu1O4YZfafvC18,242947,4,rap
0.828,0.593,7,-12.871,1,0.0844,0.507,0.811,0.0853,0.444,91.019,audio_features,6i4ZgjM0MnqE9iYPOMx2CU,spotify:track:6i4ZgjM0MnqE9iYPOMx2CU,https://api.spotify.com/v1/tracks/6i4ZgjM0MnqE9iYPOMx2CU,https://api.spotify.com/v1/audio-analysis/6i4ZgjM0MnqE9iYPOMx2CU,234672,4,rap
0.766,0.889,1,-4.35,1,0.102,0.184,1.25e-05,0.144,0.933,169.084,audio_features,6ijxg6Xglae8LfsR8eP5x2,spotify:track:6ijxg6Xglae8LfsR8eP5x2,https://api.spotify.com/v1/tracks/6ijxg6Xglae8LfsR8eP5x2,https://api.spotify.com/v1/audio-analysis/6ijxg6Xglae8LfsR8eP5x2,215200,4,rap
0.886,0.626,11,-2.528,0,0.277,0.265,0.0,0.024,0.856,93.989,audio_features,6mcu7D7QuABVwUGDwovOEh,spotify:track:6mcu7D7QuABVwUGDwovOEh,https://api.spotify.com/v1/tracks/6mcu7D7QuABVwUGDwovOEh,https://api.spotify.com/v1/audio-analysis/6mcu7D7QuABVwUGDwovOEh,196627,4,rap
0.718,0.488,1,-12.136,1,0.197,0.276,1.79e-06,0.667,0.669,92.059,audio_features,6pvd8OBnYlV6FqskUOvWlx,spotify:track:6pvd8OBnYlV6FqskUOvWlx,https://api.spotify.com/v1/tracks/6pvd8OBnYlV6FqskUOvWlx,https://api.spotify.com/v1/audio-analysis/6pvd8OBnYlV6FqskUOvWlx,253373,4,rap
0.712,0.838,7,-2.679,1,0.313,0.403,0.0,0.809,0.607,148.138,audio_features,6sDQ4uiWw9OdVrCXFLSlZt,spotify:track:6sDQ4uiWw9OdVrCXFLSlZt,https://api.spotify.com/v1/tracks/6sDQ4uiWw9OdVrCXFLSlZt,https://api.spotify.com/v1/audio-analysis/6sDQ4uiWw9OdVrCXFLSlZt,363521,4,rap
0.773,0.54,6,-7.123,1,0.103,0.371,0.0,0.131,0.322,84.115,audio_features,6tDxrq4FxEL2q15y37tXT9,spotify:track:6tDxrq4FxEL2q15y37tXT9,https://api.spotify.com/v1/tracks/6tDxrq4FxEL2q15y37tXT9,https://api.spotify.com/v1/audio-analysis/6tDxrq4FxEL2q15y37tXT9,280000,4,rap
0.795,0.848,2,-3.812,1,0.307,0.124,0.0,0.313,0.79,86.03,audio_features,6us0BYGXFGychCrUbdA4AS,spotify:track:6us0BYGXFGychCrUbdA4AS,https://api.spotify.com/v1/tracks/6us0BYGXFGychCrUbdA4AS,https://api.spotify.com/v1/audio-analysis/6us0BYGXFGychCrUbdA4AS,145827,4,rap
0.571,0.937,6,-2.995,1,0.0476,0.00253,4.13e-06,0.539,0.319,199.942,audio_features,6uz3fmds1X0YvxFp9KOmFs,spotify:track:6uz3fmds1X0YvxFp9KOmFs,https://api.spotify.com/v1/tracks/6uz3fmds1X0YvxFp9KOmFs,https://api.spotify.com/v1/audio-analysis/6uz3fmds1X0YvxFp9KOmFs,260000,4,rap
0.502,0.642,6,-10.719,1,0.483,0.664,0.0116,0.324,0.572,182.123,audio_features,6v4GRlnSBv3BDT02QGXcFT,spotify:track:6v4GRlnSBv3BDT02QGXcFT,https://api.spotify.com/v1/tracks/6v4GRlnSBv3BDT02QGXcFT,https://api.spotify.com/v1/audio-analysis/6v4GRlnSBv3BDT02QGXcFT,174200,4,rap
0.633,0.883,6,-4.02,1,0.341,0.0296,0.0,0.253,0.718,94.25,audio_features,6vEJBOy8jtozvlRK3wGsUT,spotify:track:6vEJBOy8jtozvlRK3wGsUT,https://api.spotify.com/v1/tracks/6vEJBOy8jtozvlRK3wGsUT,https://api.spotify.com/v1/audio-analysis/6vEJBOy8jtozvlRK3wGsUT,276093,4,rap
0.675,0.72,7,-3.929,1,0.31,0.00307,0.000259,0.0852,0.323,78.901,audio_features,6ygSlFgsuHPLENIKP860Hg,spotify:track:6ygSlFgsuHPLENIKP860Hg,https://api.spotify.com/v1/tracks/6ygSlFgsuHPLENIKP860Hg,https://api.spotify.com/v1/audio-analysis/6ygSlFgsuHPLENIKP860Hg,231027,4,rap
0.551,0.851,1,-3.277,1,0.197,0.0748,0.0,0.0784,0.1,171.411,audio_features,6yr8GiTHWvFfi4o6Q5ebdT,spotify:track:6yr8GiTHWvFfi4o6Q5ebdT,https://api.spotify.com/v1/tracks/6yr8GiTHWvFfi4o6Q5ebdT,https://api.spotify.com/v1/audio-analysis/6yr8GiTHWvFfi4o6Q5ebdT,297893,4,rap
0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,audio_features,6zsk6uF3MxfIeHPlubKBvR,spotify:track:6zsk6uF3MxfIeHPlubKBvR,https://api.spotify.com/v1/tracks/6zsk6uF3MxfIeHPlubKBvR,https://api.spotify.com/v1/audio-analysis/6zsk6uF3MxfIeHPlubKBvR,211120,4,rap
0.646,0.813,6,-3.846,0,0.299,0.349,9.37e-05,0.0427,0.895,92.729,audio_features,70FCugJxa7XW04Np6iYJdI,spotify:track:70FCugJxa7XW04Np6iYJdI,https://api.spotify.com/v1/tracks/70FCugJxa7XW04Np6iYJdI,https://api.spotify.com/v1/audio-analysis/70FCugJxa7XW04Np6iYJdI,224440,4,rap
0.901,0.513,1,-10.029,1,0.305,0.0913,0.0,0.267,0.628,91.477,audio_features,71qTrOPHOj1KDEy0IG2Zjg,spotify:track:71qTrOPHOj1KDEy0IG2Zjg,https://api.spotify.com/v1/tracks/71qTrOPHOj1KDEy0IG2Zjg,https://api.spotify.com/v1/audio-analysis/71qTrOPHOj1KDEy0IG2Zjg,152373,4,rap
0.786,0.81,0,-4.576,1,0.266,0.158,9.71e-05,0.325,0.789,88.328,audio_features,722SHdXuDGLVZHv3uU46Tt,spotify:track:722SHdXuDGLVZHv3uU46Tt,https://api.spotify.com/v1/tracks/722SHdXuDGLVZHv3uU46Tt,https://api.spotify.com/v1/audio-analysis/722SHdXuDGLVZHv3uU46Tt,105880,4,rap
0.571,0.939,7,-4.339,0,0.268,0.0332,2.51e-06,0.087,0.816,186.027,audio_features,7592RNkeGTtuRjWyuZ5VVK,spotify:track:7592RNkeGTtuRjWyuZ5VVK,https://api.spotify.com/v1/tracks/7592RNkeGTtuRjWyuZ5VVK,https://api.spotify.com/v1/audio-analysis/7592RNkeGTtuRjWyuZ5VVK,293373,4,rap
0.683,0.801,1,-6.586,1,0.286,0.0745,0.0,0.0811,0.476,119.904,audio_features,75mtqbvXwWTvDREwV63DQ7,spotify:track:75mtqbvXwWTvDREwV63DQ7,https://api.spotify.com/v1/tracks/75mtqbvXwWTvDREwV63DQ7,https://api.spotify.com/v1/audio-analysis/75mtqbvXwWTvDREwV63DQ7,236080,5,rap
0.667,0.808,1,-4.667,1,0.265,0.141,0.0,0.115,0.653,83.031,audio_features,76QWmZ9lR65gGfe03jmmPP,spotify:track:76QWmZ9lR65gGfe03jmmPP,https://api.spotify.com/v1/tracks/76QWmZ9lR65gGfe03jmmPP,https://api.spotify.com/v1/audio-analysis/76QWmZ9lR65gGfe03jmmPP,265013,4,rap
0.83,0.563,6,-10.272,1,0.238,0.0589,1.13e-06,0.374,0.377,95.017,audio_features,76XtYuR3zdGlhUrHUfn0zY,spotify:track:76XtYuR3zdGlhUrHUfn0zY,https://api.spotify.com/v1/tracks/76XtYuR3zdGlhUrHUfn0zY,https://api.spotify.com/v1/audio-analysis/76XtYuR3zdGlhUrHUfn0zY,247387,4,rap
0.777,0.764,1,-5.682,1,0.14,0.243,0.0,0.103,0.174,177.868,audio_features,77dC7dKzMm65Y9jkJs0Ssd,spotify:track:77dC7dKzMm65Y9jkJs0Ssd,https://api.spotify.com/v1/tracks/77dC7dKzMm65Y9jkJs0Ssd,https://api.spotify.com/v1/audio-analysis/77dC7dKzMm65Y9jkJs0Ssd,270867,4,rap
0.501,0.943,8,-5.891,0,0.351,0.00289,0.0,0.253,0.591,93.353,audio_features,781OI93xJMQvPfWAFvqjqf,spotify:track:781OI93xJMQvPfWAFvqjqf,https://api.spotify.com/v1/tracks/781OI93xJMQvPfWAFvqjqf,https://api.spotify.com/v1/audio-analysis/781OI93xJMQvPfWAFvqjqf,227000,4,rap
0.908,0.758,9,-4.753,0,0.174,0.0687,0.0,0.0783,0.87,148.015,audio_features,7BMO7O7ImjV8HNTH74Tshv,spotify:track:7BMO7O7ImjV8HNTH74Tshv,https://api.spotify.com/v1/tracks/7BMO7O7ImjV8HNTH74Tshv,https://api.spotify.com/v1/audio-analysis/7BMO7O7ImjV8HNTH74Tshv,297840,4,rap
0.798,0.59,6,-6.442,0,0.222,0.225,0.0,0.707,0.686,90.075,audio_features,7BMPSMifdmYeAW8RPIrqwb,spotify:track:7BMPSMifdmYeAW8RPIrqwb,https://api.spotify.com/v1/tracks/7BMPSMifdmYeAW8RPIrqwb,https://api.spotify.com/v1/audio-analysis/7BMPSMifdmYeAW8RPIrqwb,288493,4,rap
0.755,0.732,10,-5.823,0,0.0673,0.0104,6.66e-06,0.228,0.614,92.07,audio_features,7EKMenxDszVNsX8VjxOXGX,spotify:track:7EKMenxDszVNsX8VjxOXGX,https://api.spotify.com/v1/tracks/7EKMenxDszVNsX8VjxOXGX,https://api.spotify.com/v1/audio-analysis/7EKMenxDszVNsX8VjxOXGX,229789,4,rap
0.857,0.741,2,-3.361,1,0.317,0.0751,0.0,0.524,0.848,94.205,audio_features,7EV37bmY3qzHzf8PA3ueMv,spotify:track:7EV37bmY3qzHzf8PA3ueMv,https://api.spotify.com/v1/tracks/7EV37bmY3qzHzf8PA3ueMv,https://api.spotify.com/v1/audio-analysis/7EV37bmY3qzHzf8PA3ueMv,219960,4,rap
0.683,0.916,1,-3.857,1,0.429,0.169,1.63e-05,0.126,0.553,93.488,audio_features,7F9FgsJXWvFENrhLYtYymg,spotify:track:7F9FgsJXWvFENrhLYtYymg,https://api.spotify.com/v1/tracks/7F9FgsJXWvFENrhLYtYymg,https://api.spotify.com/v1/audio-analysis/7F9FgsJXWvFENrhLYtYymg,173009,4,rap
0.678,0.794,10,-6.186,0,0.14,0.274,1.68e-06,0.124,0.54,87.374,audio_features,7G3lxTsMfSx4yarMkfgnTC,spotify:track:7G3lxTsMfSx4yarMkfgnTC,https://api.spotify.com/v1/tracks/7G3lxTsMfSx4yarMkfgnTC,https://api.spotify.com/v1/audio-analysis/7G3lxTsMfSx4yarMkfgnTC,290573,4,rap
0.792,0.817,6,-3.505,1,0.226,0.0242,0.031,0.263,0.79,91.886,audio_features,7HVcSHersKwIn4VjqXEhLS,spotify:track:7HVcSHersKwIn4VjqXEhLS,https://api.spotify.com/v1/tracks/7HVcSHersKwIn4VjqXEhLS,https://api.spotify.com/v1/audio-analysis/7HVcSHersKwIn4VjqXEhLS,278493,4,rap
0.758,0.698,1,-7.843,1,0.17,0.0231,1.41e-06,0.418,0.741,104.03,audio_features,7KlaP319RbO5CdZ9a6JlNJ,spotify:track:7KlaP319RbO5CdZ9a6JlNJ,https://api.spotify.com/v1/tracks/7KlaP319RbO5CdZ9a6JlNJ,https://api.spotify.com/v1/audio-analysis/7KlaP319RbO5CdZ9a6JlNJ,226040,4,rap
0.759,0.916,1,-3.971,1,0.381,0.19,0.0,0.269,0.494,102.771,audio_features,7KnDRaA97mJWSxjmMRExHW,spotify:track:7KnDRaA97mJWSxjmMRExHW,https://api.spotify.com/v1/tracks/7KnDRaA97mJWSxjmMRExHW,https://api.spotify.com/v1/audio-analysis/7KnDRaA97mJWSxjmMRExHW,285907,4,rap
0.872,0.413,6,-13.99,0,0.178,0.00685,0.0505,0.0839,0.307,101.224,audio_features,7KqCsGOyUOiwA59B3wgmnr,spotify:track:7KqCsGOyUOiwA59B3wgmnr,https://api.spotify.com/v1/tracks/7KqCsGOyUOiwA59B3wgmnr,https://api.spotify.com/v1/audio-analysis/7KqCsGOyUOiwA59B3wgmnr,249640,4,rap
0.72,0.701,10,-6.471,0,0.297,0.0127,0.0,0.237,0.621,87.698,audio_features,7MIuB7fQ3XifNnChQhwCfO,spotify:track:7MIuB7fQ3XifNnChQhwCfO,https://api.spotify.com/v1/tracks/7MIuB7fQ3XifNnChQhwCfO,https://api.spotify.com/v1/audio-analysis/7MIuB7fQ3XifNnChQhwCfO,230067,4,rap
0.813,0.703,11,-5.077,0,0.268,0.125,1.26e-06,0.237,0.241,94.828,audio_features,7N1Vjtzr1lmmCW9iasQ8YO,spotify:track:7N1Vjtzr1lmmCW9iasQ8YO,https://api.spotify.com/v1/tracks/7N1Vjtzr1lmmCW9iasQ8YO,https://api.spotify.com/v1/audio-analysis/7N1Vjtzr1lmmCW9iasQ8YO,224533,4,rap
0.825,0.639,4,-6.607,1,0.189,0.0736,0.0224,0.0612,0.866,97.389,audio_features,7aRGb3vZGMLNpK2PEdUjdA,spotify:track:7aRGb3vZGMLNpK2PEdUjdA,https://api.spotify.com/v1/tracks/7aRGb3vZGMLNpK2PEdUjdA,https://api.spotify.com/v1/audio-analysis/7aRGb3vZGMLNpK2PEdUjdA,286200,4,rap
0.771,0.844,8,-3.727,1,0.244,0.00453,0.0,0.0878,0.745,92.819,audio_features,7ayvogaTHfsRFT24kA0j0W,spotify:track:7ayvogaTHfsRFT24kA0j0W,https://api.spotify.com/v1/tracks/7ayvogaTHfsRFT24kA0j0W,https://api.spotify.com/v1/audio-analysis/7ayvogaTHfsRFT24kA0j0W,237040,4,rap
0.491,0.89,6,-5.897,0,0.43,0.00792,0.0,0.11,0.434,88.514,audio_features,7burCKJdWHtTgzJws2RddP,spotify:track:7burCKJdWHtTgzJws2RddP,https://api.spotify.com/v1/tracks/7burCKJdWHtTgzJws2RddP,https://api.spotify.com/v1/audio-analysis/7burCKJdWHtTgzJws2RddP,234453,4,rap
